,Mean,Std,Lower CI value,Higher CI value
Entropy,-0.04342316175432399,0.08455988051745668,-10.202016938593747,1.517384587728949
Minimum,0.0,0.0,0.0,0.0
Skewness,0.09094361415858755,0.2614243072862584,-9.02141882815393,27.21014165987144
Uniformity,0.1510931000112715,0.2986780905988892,-5.588025717796658,35.80664572005096
Imc1,0.19404272644952594,0.7745155870155913,-34.26691927896102,73.0754645688662
SizeZoneNonUniformity,-0.017849482256016378,0.11347184957550845,-9.648146227846583,6.0782497766433075
GrayLevelNonUniformity.1,-0.0009731213712030248,0.07454410172773362,-5.262954840376049,5.068330566135444
Busyness,-0.029079499453240325,0.10833843471358662,-10.415420446537121,4.599520555889056
DependenceNonUniformity,-0.025772178007478896,0.13254874406507233,-11.762377145832822,6.607941544337042
GrayLevelNonUniformity.2,0.014224678753785108,0.08663947063870561,-4.581341130911557,7.426276881668578
LowGrayLevelEmphasis,-0.0028184456473332336,0.01066864200345552,-1.0211437371894365,0.4574546077227897
Patient,0.0,0.0,0.0,0.0
